material_lot_id,laminado_id,ref_materia,qty_recibida,udm,peso_bruto,uds,fecha_recepcion_ts
LOTE-20250109-918506118506,"A/3112 13X10,1",918506/118506,8266.0,kg,1.0,8200.0,2025-01-09T00:00:00
LOTE-20250109-124203,"A/3585 16,8X16,8",124203,5385.0,kg,2.04,2600.0,2025-01-09T00:00:00
LOTE-20250109-091135,"A/3778 13,5X12,3",091135,5446.0,kg,1.17,4600.0,2025-01-09T00:00:00
LOTE-20250109-031100,"A/4235 14,7X(10,8/11,4)",031100,5152.0,kg,1.17,4400.0,2025-01-09T00:00:00
LOTE-20250110-124203,"A/3585 16,8X16,8",124203,24223.0,kg,2.04,11800.0,2025-01-10T00:00:00
LOTE-20250113-613802,"A/1204 37X(17,5/16,3)",613802,4840.0,kg,7.8,620.0,2025-01-13T00:00:00
LOTE-20250113-613839-804,"A/1575 49X21,5",613839-804,10868.0,kg,13.0,830.0,2025-01-13T00:00:00
LOTE-20250113-086503,"A/3170 17X(11,7/12,4)",086503,5580.0,kg,1.48,3700.0,2025-01-13T00:00:00
LOTE-20250113-480454,"A/4285 25X19,5",480454,9432.0,kg,5.09,1800.0,2025-01-13T00:00:00
LOTE-20250113-081147,"A/4423 14,7X12,1",081147,15064.0,kg,1.45,10300.0,2025-01-13T00:00:00
LOTE-20250113-081GJ1,"A/4426 16,1X10,1",081GJ1,4850.0,kg,1.16,4100.0,2025-01-13T00:00:00
LOTE-20250117-936205,"A/4240 28X18,1",936205,14152.0,kg,5.47,2500.0,2025-01-17T00:00:00
LOTE-20250117-936305,"A/4241 24,5X18,1",936305,9463.0,kg,4.39,2100.0,2025-01-17T00:00:00
LOTE-20250120-091232,"A/3074 16,8X9,6",091232,10337.0,kg,1.19,8600.0,2025-01-20T00:00:00
LOTE-20250120-081000,"A/3227 25,5X11,6",081000,14513.0,kg,2.03,7100.0,2025-01-20T00:00:00
LOTE-20250123-603475,"A/1153 34X(22,17/20,83)",603475,12646.0,kg,7.7,1600.0,2025-01-23T00:00:00
LOTE-20250123-613802,"A/1204 37X(17,5/16,3)",613802,11927.0,kg,7.8,1500.0,2025-01-23T00:00:00
LOTE-20250123-081000,"A/3227 25,5X11,6",081000,5518.0,kg,2.03,2700.0,2025-01-23T00:00:00
LOTE-20250123-081901081906,"A/3497 16,1X15,1",081901/081906,23828.0,kg,1.66,14300.0,2025-01-23T00:00:00
LOTE-20250123-031100,"A/4235 14,7X(11,4/10,8)",031100,19074.0,kg,1.19,16000.0,2025-01-23T00:00:00
LOTE-20250124-081910,"A/3066 18X15,7",081910,5701.0,kg,1.99,2800.0,2025-01-24T00:00:00
LOTE-20250124-124203,"A/3585 16,8X16,8",124203,9309.0,kg,2.04,4500.0,2025-01-24T00:00:00
LOTE-20250124-028811,"A/4066 17X14,4",028811,5306.0,kg,2.55,2000.0,2025-01-24T00:00:00
LOTE-20250124-902081,"A/4108 19,20X13,25",902081,4414.0,kg,1.87,2300.0,2025-01-24T00:00:00
LOTE-20250127-124203,"A/3585 16,8X16,8",124203,25443.0,kg,2.04,11800.0,2025-01-27T00:00:00
LOTE-20250127-081803,"A/4050 13X(11,3/10,7)",081803,4644.0,kg,1.0,5000.0,2025-01-27T00:00:00
LOTE-20250127-552012,"A/4071 13,1X9,1",552012,2754.0,kg,0.77,3300.0,2025-01-27T00:00:00
LOTE-20250127-081806,"A/4424 16,2X11,9",081806,10032.0,kg,1.48,6700.0,2025-01-27T00:00:00
LOTE-20250127-081290,"A/4426 16,1X10,1",081290,8014.0,kg,1.54,4800.0,2025-01-27T00:00:00
LOTE-20250130-904802,"A/3037 13,6 X 13,6",904802,4384.0,kg,1.35,3700.0,2025-01-30T00:00:00
LOTE-20250130-081902,"A/3045 14,6X12,5",081902,5621.0,kg,1.32,3700.0,2025-01-30T00:00:00
LOTE-20250130-081602,"A/3047 13,6 X 13,6",081602,2506.0,kg,1.54,3200.0,2025-01-30T00:00:00
LOTE-20250130-081602,"A/3047 13,6 X 13,6",081602,2700.0,kg,1.54,3200.0,2025-01-30T00:00:00
LOTE-20250130-081000,"A/3227 25,5X11,6",081000,8214.0,kg,2.03,4900.0,2025-01-30T00:00:00
LOTE-20250130-081806,"A/3497 16,1X15,1",081806,11233.0,kg,1.66,6000.0,2025-01-30T00:00:00
LOTE-20250130-091177,"A/3777 16,6X10,7",091177,4735.0,kg,1.32,3700.0,2025-01-30T00:00:00
LOTE-20250130-031100,"A/4235 14,7X(11,4/10,8)",031100,4569.0,kg,1.19,4200.0,2025-01-30T00:00:00
LOTE-20250130-081806,"A/4424 16,2X11,9",081806,4524.0,kg,1.48,3300.0,2025-01-30T00:00:00
LOTE-20250204-09400,"A/3014 13,5X8,1",09400,4957.0,kg,0.82,6000.0,2025-02-04T00:00:00
LOTE-20250204-081303,"A/4032 13,6X9,6",081303,12689.0,kg,1.05,12000.0,2025-02-04T00:00:00
LOTE-20250204-552012,"A/4071 13,1X9,1",552012,7396.0,kg,0.77,9600.0,2025-02-04T00:00:00
LOTE-20250205-081103,"A/4047 13X11,1",081103,4926.0,kg,0.9,5400.0,2025-02-05T00:00:00
LOTE-20250205-031100,"A/4235 14,7X(11,4/10,8)",031100,6455.0,kg,1.19,5400.0,2025-02-05T00:00:00
LOTE-20250205-081147,"A/4423 14,7X12,1",081147,13824.0,kg,1.45,9500.0,2025-02-05T00:00:00
LOTE-20250206-031275,"A/3048 12,1X12,1",031275,9920.0,kg,1.0,9900.0,2025-02-06T00:00:00
LOTE-20250206-918506118506,"A/3112 13X10,1",918506/118506,13923.0,kg,0.97,14300.0,2025-02-06T00:00:00
LOTE-20250210-081000,"A/3227 25,5X11,6",081000,8330.0,kg,2.03,4900.0,2025-02-10T00:00:00
LOTE-20250210-124203,"A/3585 16,8X16,8",124203,15938.0,kg,2.04,11800.0,2025-02-10T00:00:00
LOTE-20250212-081901081906,"A/3497 16,1X15,1",081901/081906,25117.0,kg,1.66,14300.0,2025-02-12T00:00:00
LOTE-20250212-510086,"A/4167 20X17,5",510086,5160.0,kg,3.77,1300.0,2025-02-12T00:00:00
LOTE-20250212-480454,"A/4285 25X19,5",480454,4482.0,kg,5.09,980.0,2025-02-12T00:00:00
LOTE-20250212-503140,"A/4293 25,5X19,5",503140,14926.0,kg,4.36,3400.0,2025-02-12T00:00:00
LOTE-20250213-904802,"A/3037 13,6X13,6",904802,5471.0,kg,0.97,5000.0,2025-02-13T00:00:00
LOTE-20250213-03800,"A/3526 17,5X7,6",03800,6926.0,kg,1.0,7000.0,2025-02-13T00:00:00
LOTE-20250213-563404,"A/4074 17X(8,4/9,1)",563404,4855.0,kg,1.05,4800.0,2025-02-13T00:00:00
LOTE-20250213-081GJ1081290,"A/4426 16,1X10,1",081GJ1/081290,7697.0,kg,1.54,5100.0,2025-02-13T00:00:00
LOTE-20250217-918806118506,"A/3112 13X10,1",918806/118506,2768.0,kg,1.0,2700.0,2025-02-17T00:00:00
LOTE-20250217-190301,"A/4063 17,5X12,25",190301,5782.0,kg,2.14,2700.0,2025-02-17T00:00:00
LOTE-20250217-081147,"A/4423 14,7X12,1",081147,5500.0,kg,1.45,3700.0,2025-02-17T00:00:00
LOTE-20250217-081806,"A/4424 16,2X11,9",081806,11003.0,kg,1.48,7400.0,2025-02-17T00:00:00
LOTE-20250217-305,"A/4488 29,5X(19,55/20,75)",305,23190.0,kg,7.26,3200.0,2025-02-17T00:00:00
LOTE-20250219-0305,"A/4488 29,5X(19,55/20,75)",0305,23939.0,kg,7.26,3200.0,2025-02-19T00:00:00
LOTE-20250220-100346,"A/1215 44,3X(17,6/15,7)",100346,2574.0,kg,8.94,250.0,2025-02-20T00:00:00
LOTE-20250220-918506118506,"A/3112 13X10,1",918506/118506,15715.0,kg,0.93,16800.0,2025-02-20T00:00:00
LOTE-20250220-028811,"A/4066 17X14,4",028811,5411.0,kg,2.55,2100.0,2025-02-20T00:00:00
LOTE-20250220-510086500460,"A/4167 20X17,5",510086/500460,5394.0,kg,3.77,1400.0,2025-02-20T00:00:00
LOTE-20250220-031100,"A/4235 14,7X(11,4/10,8)",031100,9494.0,kg,1.17,8100.0,2025-02-20T00:00:00
LOTE-20250220-480454,"A/4285 25X19,5",480454,11546.0,kg,5.09,2200.0,2025-02-20T00:00:00
LOTE-20250221-086503,"A/3170 17X(11,7/12,4)",086503,5069.0,kg,1.48,3400.0,2025-02-21T00:00:00
LOTE-20250221-091177,"A/3777 16,6X10,1",091177,4103.0,kg,1.23,3300.0,2025-02-21T00:00:00
LOTE-20250221-563404,"A/4074 17X(8,4/9,1)",563404,5379.0,kg,1.05,5100.0,2025-02-21T00:00:00
LOTE-20250221-902081,"A/4108 19,2X13,25",902081,11005.0,kg,1.87,5800.0,2025-02-21T00:00:00
LOTE-20250221-936205,"A/4240 28X18,1",936205,18537.0,kg,5.47,3300.0,2025-02-21T00:00:00
LOTE-20250221-936305,"A/4241 24,5X18,1",936305,6458.0,kg,4.39,1100.0,2025-02-21T00:00:00
LOTE-20250224-081906081901,"A/3497 16X15,1",081906/081901,2782.0,kg,1.66,1600.0,2025-02-24T00:00:00
LOTE-20250224-124203,"A/3585 16,8X16,8",124203,15950.0,kg,2.04,8400.0,2025-02-24T00:00:00
LOTE-20250224-081803,"A/4050 13X(11,3/10,7)",081803,5572.0,kg,1.04,4800.0,2025-02-24T00:00:00
LOTE-20250227-091700094900,"A/1023 14,4X12,4",091700/094900,5426.0,kg,1.23,4400.0,2025-02-27T00:00:00
LOTE-20250227-03304,"A/3063 14,8X10,1",03304,5459.0,kg,1.09,5000.0,2025-02-27T00:00:00
LOTE-20250227-081910,"A/3066 18X15,7",081910,5123.0,kg,1.99,2500.0,2025-02-27T00:00:00
LOTE-20250227-091232,"A/3074 16,8X9,6",091232,2891.0,kg,1.19,2400.0,2025-02-27T00:00:00
LOTE-20250227-081303,"A/4032 13,6X9,6",081303,5641.0,kg,1.04,5400.0,2025-02-27T00:00:00
LOTE-20250305-124203,"A/3585 16,8X16,8",124203,24452.0,kg,2.04,11900.0,2025-03-05T00:00:00
LOTE-20250305-503140,"A/4293 25,5X19,5",503140,5739.0,kg,4.36,1300.0,2025-03-05T00:00:00
LOTE-20250305-0305,"A/4488 29,5X(19,55/20,75)",0305,17922.0,kg,7.26,2400.0,2025-03-05T00:00:00
LOTE-20250306-918506118506,"A/3112 13X10,1",918506/118506,11024.0,kg,0.93,11800.0,2025-03-06T00:00:00
LOTE-20250306-902081,"A/4108 19,20X13,25",902081,2807.0,kg,1.87,1500.0,2025-03-06T00:00:00
LOTE-20250306-031100,"A/4235 14,7X(11,4/10,8)",031100,9898.0,kg,1.19,8300.0,2025-03-06T00:00:00
LOTE-20250310-081000,"A/3227 25,5X11,6",081000,10948.0,kg,2.03,5300.0,2025-03-10T00:00:00
LOTE-20250310-081GJ1081290,"A/4426 16,1X10,1",081GJ1/081290,12727.0,kg,1.54,8200.0,2025-03-10T00:00:00
LOTE-20250312-086503,"A/3170 17X(11,7/12,4)",086503,6935.0,kg,1.48,4600.0,2025-03-12T00:00:00
LOTE-20250312-086503,"A/3170 17X(11,7/12,4)",086503,8557.0,kg,1.48,5700.0,2025-03-12T00:00:00
LOTE-20250312-091177,"A/3777 16,6X10,1",091177,2558.0,kg,1.23,2000.0,2025-03-12T00:00:00
LOTE-20250312-563404,"A/4074 17X(8,4/9,1)",563404,5119.0,kg,1.05,4800.0,2025-03-12T00:00:00
LOTE-20250312-902081,"A/4108 19,20X13,25",902081,7563.0,kg,1.87,4000.0,2025-03-12T00:00:00
LOTE-20250312-936205,"A/4240 28X18,2",936205,2215.0,kg,5.47,400.0,2025-03-12T00:00:00
LOTE-20250312-936305,"A/4241 24,5X18,1",936305,16035.0,kg,4.39,4200.0,2025-03-12T00:00:00
LOTE-20250313-081000,"A/3227 25,5X11,6",081000,24599.0,kg,2.03,12100.0,2025-03-13T00:00:00
LOTE-20250314-124203,"A/3585 16,8X16,8",124203,14074.0,kg,2.04,6800.0,2025-03-14T00:00:00
LOTE-20250319-100346,"A/1215 44,3X(17,6/15,7)",100346,2573.0,kg,12.31,200.0,2025-03-19T00:00:00
LOTE-20250319-081906081901,"A/3497 16,1X15,1",081906/081901,24291.0,kg,1.66,14600.0,2025-03-19T00:00:00
LOTE-20250319-028811,"A/4066 17X14,4",028811,5374.0,kg,2.55,2100.0,2025-03-19T00:00:00
LOTE-20250319-510086,"A/4167 20X17,5",510086,5066.0,kg,3.77,1300.0,2025-03-19T00:00:00
LOTE-20250319-0305,"A/4488 29,5X(20,75/19,55)",0305,10247.0,kg,7.29,1400.0,2025-03-19T00:00:00
LOTE-20250320-081910,"A/3066 18X15,7",081910,2851.0,kg,1.99,1400.0,2025-03-20T00:00:00
LOTE-20250320-429804,"A/3496 17X13,5",429804,5352.0,kg,1.99,2600.0,2025-03-20T00:00:00
LOTE-20250320-008091,"A/3596 17X12,9",008091,8204.0,kg,1.64,5000.0,2025-03-20T00:00:00
LOTE-20250320-552012,"A/4071 13,1X9,1",552012,8273.0,kg,0.77,10700.0,2025-03-20T00:00:00
LOTE-20250320-0305,"A/4488 29,5X(19,55/20,75)",0305,23149.0,kg,7.26,3100.0,2025-03-20T00:00:00
LOTE-20250321-081000,"A/3227 25,5X11,6",081000,10938.0,kg,2.03,5300.0,2025-03-21T00:00:00
LOTE-20250321-124203,"A/3585 16,8X16,8",124203,13875.0,kg,2.04,6800.0,2025-03-21T00:00:00
LOTE-20250324-904082,"A/3037 13,6x13,6",904082,4781.0,kg,1.35,3500.0,2025-03-24T00:00:00
LOTE-20250324-091232,"A/3074 16,8x9,6",091232,5319.0,kg,1.19,4400.0,2025-03-24T00:00:00
LOTE-20250324-031100,"A/4235 14,7X(11,4/10,8)",031100,2704.0,kg,1.19,2200.0,2025-03-24T00:00:00
LOTE-20250324-081290081gj1,"A/4426 16,4X10,1",081290/081gj1,5399.0,kg,1.54,3500.0,2025-03-24T00:00:00
LOTE-20250324-091135,"A3778 13,5x12,3",091135,5177.0,kg,1.17,4400.0,2025-03-24T00:00:00
LOTE-20250326-081000,"A/3227 25,5X11,6",081000,10913.0,kg,2.03,4900.0,2025-03-26T00:00:00
LOTE-20250326-081906-901,"A/3497 16,1X15,1",081906-901,2744.0,kg,1.66,3000.0,2025-03-26T00:00:00
LOTE-20250326-902081,"A/4108 19,2X13,25",902081,10194.0,kg,1.87,5300.0,2025-03-26T00:00:00
LOTE-20250327-100346,"A/1215 44,3X(17,6/15,7)",100346,5143.0,kg,12.31,400.0,2025-03-27T00:00:00
LOTE-20250327-0305,"A/4488 29,5X(19,55/20,75)",0305,17938.0,kg,7.26,2400.0,2025-03-27T00:00:00
LOTE-20250328-081216,"A/3072 16,5X13,1",081216,23546.0,kg,1.52,15400.0,2025-03-28T00:00:00
LOTE-20250331-9185061218506-1000405,"A/3112 13X10,1",918506/1218506-10/00405,5495.0,kg,1.0,5400.0,2025-03-31T00:00:00
LOTE-20250331-081906-901,"A/3497 16,1X15,1",081906-901,13744.0,kg,1.72,7900.0,2025-03-31T00:00:00
LOTE-20250331-081803,"A/4050 13X(11,3/10,7)",081803,5818.0,kg,1.0,5800.0,2025-03-31T00:00:00
LOTE-20250402-06700,"A/3012 13X10,1",06700,5027.0,kg,1.0,5000.0,2025-04-02T00:00:00
LOTE-20250402-031275,"A/3048 12,1X12,1",031275,15971.0,kg,1.0,15900.0,2025-04-02T00:00:00
LOTE-20250402-124203,"A/3585 16,8X16,8",124203,14839.0,kg,2.04,7200.0,2025-04-02T00:00:00
LOTE-20250402-081303,"A/4032 13,6X9,6",081303,10745.0,kg,1.04,10300.0,2025-04-02T00:00:00
LOTE-20250402-081103,"A/4047 13X11,1",081103,8522.0,kg,0.9,9400.0,2025-04-02T00:00:00
LOTE-20250402-902081,"A/4108 19,2X13,25",902081,7815.0,kg,1.87,4100.0,2025-04-02T00:00:00
LOTE-20250402-081290081gj1,"A/4426 16,4X10,1",081290/081gj1,8610.0,kg,1.54,5500.0,2025-04-02T00:00:00
LOTE-20250407-0305,"A/4488 29,5X(19,55/20,75)",0305,23321.0,kg,7.26,3200.0,2025-04-07T00:00:00
LOTE-20250409-081000,"A/3227 25,5X11,6",081000,13699.0,kg,2.03,6700.0,2025-04-09T00:00:00
LOTE-20250409-124203,"A/3585 16,8X16,8",124203,25053.0,kg,2.04,12200.0,2025-04-09T00:00:00
LOTE-20250409-031100,"A/4235 14,7X(11,4/10,8)",031100,10497.0,kg,1.19,8800.0,2025-04-09T00:00:00
LOTE-20250410-918506118506-10,"A/3112 13X10,1",918506/118506-10,2749.0,kg,1.0,2700.0,2025-04-10T00:00:00
LOTE-20250410-081906-901,"A/3497 16,1X15,1",081906-901,14416.0,kg,1.72,8300.0,2025-04-10T00:00:00
LOTE-20250410-081303,"A/4032 13,6X9,6",081303,9728.0,kg,1.04,9300.0,2025-04-10T00:00:00
LOTE-20250410-081806,"A/4424 16,2X11,9",081806,11410.0,kg,1.48,7700.0,2025-04-10T00:00:00
LOTE-20250410-081290081GJ1,"A/4426 16,4X10,1",081290/081GJ1,10126.0,kg,1.54,6500.0,2025-04-10T00:00:00
LOTE-20250414-081000,"A/3227 25,5X11,6",081000,12926.0,kg,2.03,6300.0,2025-04-14T00:00:00
LOTE-20250414-031100,"A/4235 14,7X(11,4/10,8)",031100,12384.0,kg,1.19,10400.0,2025-04-14T00:00:00
LOTE-20250414-936105,"A/4388 30X20,7",936105,23684.0,kg,7.26,3200.0,2025-04-14T00:00:00
LOTE-20250416-603475,"A/1153 34X(22,17/20,83)",603475,10260.0,kg,7.84,1300.0,2025-04-16T00:00:00
LOTE-20250416-081602,"A/3047 13,6X13,6",081602,8449.0,kg,1.54,5400.0,2025-04-16T00:00:00
LOTE-20250416-918506118506-10,"A/3112 13X10,1",918506/118506-10,6304.0,kg,1.0,6300.0,2025-04-16T00:00:00
LOTE-20250416-081906-901,"A/3497 16,1X15,1",081906-901,7255.0,kg,1.72,4200.0,2025-04-16T00:00:00
LOTE-20250416-124203,"A/3585 16,8X16,8",124203,17440.0,kg,2.04,8500.0,2025-04-16T00:00:00
LOTE-20250416-091177,"A/3777 16,9X10,1",091177,5183.0,kg,1.23,4200.0,2025-04-16T00:00:00
LOTE-20250416-081103,"A/4047 13X11,1",081103,4534.0,kg,0.9,5000.0,2025-04-16T00:00:00
LOTE-20250416-510086,"A/4167 20X17,5",510086,5119.0,kg,3.77,1300.0,2025-04-16T00:00:00
LOTE-20250416-480454,"A/4285 25X19,5",480454,2921.0,kg,5.09,570.0,2025-04-16T00:00:00
LOTE-20250416-0305,"A/4488 29,5X(20,75/19,55)",0305,4876.0,kg,7.29,660.0,2025-04-16T00:00:00
LOTE-20250424-563404,"A/4074 17X(8,4/9,1)",563404,10873.0,kg,1.05,10300.0,2025-04-24T00:00:00
LOTE-20250424-081000,"A/4108 19,2x13,25",081000,2670.0,kg,2.03,1300.0,2025-04-24T00:00:00
LOTE-20250424-031100,"A/4235 14,7X(11,4/10,8)",031100,10426.0,kg,1.19,8700.0,2025-04-24T00:00:00
LOTE-20250424-480454,"A/4285 25X19,5",480454,5631.0,kg,5.09,1100.0,2025-04-24T00:00:00
LOTE-20250424-0305,"A/4488 29,5X(20,75/19,55)",0305,18008.0,kg,7.29,2400.0,2025-04-24T00:00:00
LOTE-20250425-081910,"A/3066 18X15,7",081910,7426.0,kg,1.99,3700.0,2025-04-25T00:00:00
LOTE-20250425-081216,"A/3072 16,5X13,1",081216,2903.0,kg,1.52,1900.0,2025-04-25T00:00:00
LOTE-20250425-9185061218506-1000405,"A/3112 13X10,1",918506/1218506-10/00405,8486.0,kg,1.0,8400.0,2025-04-25T00:00:00
